area,place,type,language,date,score,sentence,key
해운대구,벡스코,문화,한국어,201711,4,근처에는 큰 볼거리는.없습니다,7630
해운대구,벡스코,문화,한국어,201710,4,벡스코의 필요 편안함 벡스코는 전시장으로 각종 컨퍼런스나 전시회가 연중 개최되는 부산의 명소로 지하철과 연결되어 있고 바로 앞에는 신세계백화점과 롯데백화점이 있어 쇼핑에 편하고 편의시설도 많다 ㅍ,7631
해운대구,벡스코,문화,한국어,201708,4,캠프 무조건 좋다!!,7632
해운대구,벡스코,문화,한국어,201708,4,문화캠프로는 부산 벡스코만한곳이 없다,7633
해운대구,벡스코,문화,한국어,201708,4,강연을 들을수있는곳과 식당 박람회장등 모든 시설이 최고다,7634
해운대구,벡스코,문화,한국어,201706,4,벡스코에서 전시회 참석 벡스코는 명실상부 동남권의 주요한 전시장소이다.,7635
해운대구,벡스코,문화,한국어,201706,4,연중 행사가 이어지며 장소를 구하기도 어려웠다.,7636
해운대구,벡스코,문화,한국어,201706,4,주변의 센텀시티엔 신세계와 롯데백화점이 줄지어 있고 맛집도 넘쳐난다.,7637
해운대구,벡스코,문화,한국어,201706,4,단 숙소로 센텀호텔이 가까이 있으나 오래되었고 다른 대체할만한 호텔이 없어서 주로 해운대까지 가서 묶어야 한다.,7638
해운대구,벡스코,문화,한국어,201612,4,주말에는 대중교통을! 센텀시티내에 위치하고 있기때문에 주말에 벡스코를 가는길이 굉장히 막힙니다.,7639
해운대구,벡스코,문화,한국어,201612,4,지하철&버스를 타면 바로 앞에 내리기때문에 대중교통 이용을 추천합니다.,7640
해운대구,벡스코,문화,한국어,201612,4,미리 인터넷으로 박람회 일정 등을 검색 후 구경삼아 가는 것 추천합니다.,7641
해운대구,벡스코,문화,한국어,201608,5,학회 기념회 설명회등이 항상 열리는 곳입니다.,7642
해운대구,벡스코,문화,한국어,201608,5,학회 기념회 설명회등이 항상 열리는 곳입니다.,7643
해운대구,벡스코,문화,한국어,201608,5,진짜로 넓고 가운데에 마당같은곳에서는 애들이 뛰어놀고 역에서 내리면 바도 있습니다.,7644
해운대구,벡스코,문화,한국어,201608,5,위치와 시설 모두 좋은곳 컨퍼런스 참석 차 방문했는데 시설도 쾌적하고 유명한 곳이다보니 택시기사분들도 잘 찾아가 주셔서 접근성도 좋았습니다.,7645
해운대구,벡스코,문화,한국어,201602,4,센텀의 중심에 있는 문화공간 다양한 문화생활을 즐길 수 있는 공간이 센텀시티에 있어서 좋습니다.,7646
해운대구,벡스코,문화,한국어,201602,4,특히 오디토리움이 참 편안하고 좋은 공연장이라고 생각합니다.,7647
해운대구,벡스코,문화,한국어,201606,4,크고 깨끗해요.,7648
해운대구,벡스코,문화,한국어,201606,4,신랑 거래처에서 전시한다고해서 찾았어요.,7649
해운대구,벡스코,문화,한국어,201606,4,모터쇼 때문에 9시간 걸쳐서 갔는데 깨끗하고 넓어서 좋아요.,7650
해운대구,벡스코,문화,한국어,201606,4,전시도 막 좁거나 그런 느낌이 없어서 사람이 많아도 편하게 볼 수 있습니다.,7651
해운대구,벡스코,문화,한국어,201607,3,행사장도 있고 식당도 있고 등등 사실 볼 행사가 없다면 굳이 직접 가볼 필요까진 없다.,7652
해운대구,벡스코,문화,한국어,201607,3,시설 자체는 일반적인 컨벤션 센터와 비슷하다.,7653
해운대구,벡스코,문화,한국어,201607,3,다시 말하지만 그냥 놀러온 관광객이라면 굳이 시간 내서 들어갈 필요 없다.,7654
해운대구,벡스코,문화,한국어,201607,4,행사장이 아니다!,7655
해운대구,벡스코,문화,한국어,201607,4,학회 개최로 인해 방문했다.,7656
해운대구,벡스코,문화,한국어,201607,4,행사장과 상가와 결합되어 있는 형태. 깔끔한 시설물은 좋았으나 흡연공간이 실내가 아닌 실외에 있어 비오는날 흡연하러 갈때 불편한 점이 있음.,7657
해운대구,벡스코,문화,한국어,201607,4,영남구의컨퍼런스 수의컨퍼런스 참석으로 방문 코엑스같은 시설로 다양한 행사와 세미나 그리고 전시행사 등이 많이 열리는 곳 이번에 방문했을때에는 동물관련 전시가 많아서 아이들과 함께오면 좋을거 같아요,7658
해운대구,벡스코,문화,한국어,201604,4,부산국제영화제가 열리는곳 세계적인 영화축제 부산국제영화제가 열리는 곳입니다.,7659
해운대구,벡스코,문화,한국어,201604,4,시설도 넓고 다양한 문화시설이 있습니다.,7660
해운대구,벡스코,문화,한국어,201605,3,코엑스와 같은 전시회를 위한 곳 부산 해운대 영화의 전당,7661
해운대구,벡스코,문화,한국어,201605,3,신세계 롯데 백화점 근처 위치한 곳으로 상시 다양한 박람회 전시회가 열리는곳. 때론 콘서트도.. 지금은 부산 국제 아트페어때문에 왔내요.,7662
해운대구,벡스코,문화,한국어,201604,3,부산 전시장 부산의 코엑스라고 생각하시면 편할것 같습니다.,7663
해운대구,벡스코,문화,한국어,201604,3,시설이나 위치등 여러면에서 훌륭합니다.,7664
해운대구,벡스코,문화,한국어,201604,3,전시회 참관차 출장으로 방문했는데,7665
해운대구,벡스코,문화,한국어,201604,3,만족합니다.,7666
해운대구,벡스코,문화,한국어,201604,3,근처 백화점 및 상가에서 식사도 가능합니다.,7667
해운대구,벡스코,문화,한국어,201508,4,서울의 코엑스같은 곳 ! 코엑스보다 나중에 만들어져서 더 깨끗하고 세련된 모습을 하고 있더라구요~~~,7668
해운대구,벡스코,문화,한국어,201508,4,국제 관람회같은거 할때 보러가면 참 좋을 것 같아요!,7669
해운대구,벡스코,문화,한국어,201508,4,제가 갔을땐 뭐 특별한게 없었지만 전시회 한다면 딱 인곳 같아요 !,7670
해운대구,벡스코,문화,한국어,201511,4,부산 최고의 전시장 일하러 전시장에 가게되었는데 다른 도시에비해서 굉장히 크게 느껴졌고 정리가 잘 된 느낌이었다.,7671
해운대구,벡스코,문화,한국어,201511,4,지하철역에서 조금 멀어서 걸어가기가 조금 힘들었따.,7672
해운대구,벡스코,문화,한국어,201602,3,부산의 큰 전시공간 대한민국의 두번째 도시 부산 부산에도 그에 합당한 수준의 컨벤션 공간이 필요했던것 상시 다양한 전시와 공연 등이 벌어진다.,7673
해운대구,벡스코,문화,한국어,201602,1,그닥 . . 여긴 특별히 볼거리가 없는 곳. 지도와 관광안내서에 나와 가보았는데 아이구 괜히 시간과 차비만 소비한곳이다.,7674
해운대구,벡스코,문화,한국어,201602,1,전시장인데. . 특별히 관심있는 전시나 행사가 없으면 전혀 가볼 필요가 없는 곳이다.,7675
해운대구,벡스코,문화,한국어,201602,1,이런곳을 관광지나 유명한 곳으로 소개한 매체들은 도대체 왜. . ?,7676
해운대구,벡스코,문화,한국어,201511,5,최고의 전시공간... 항상 뭔가가 전시되고 있는 문화공간. 최근에 제2벡스코가 완공되면서 더욱 큰 공간으로 새롭게 태어났다.,7677
해운대구,벡스코,문화,한국어,201511,5,전체적으로 졸때 산만한 느낌을 준다.,7678
해운대구,벡스코,문화,한국어,201511,5,좀더 조화롭개 건축물을 구성해 나갔더라면 하는 생각이.,7679
해운대구,벡스코,문화,한국어,201503,3,전시회 . 벡스코는 따로 갈 필요는 없고 전시회가 열리면 들리면 좋을거 같아요 .,7680
해운대구,벡스코,문화,한국어,201503,3,처음에는 서울 코스코 느낌이랄까고 막연히 생각했는데 막상가보니 ..,7681
해운대구,벡스코,문화,한국어,201503,3,좀 큰 곳이였네요 .,7682
해운대구,벡스코,문화,한국어,201503,3,관람목적이 아니라면 건물 밖에 없어요,7683
해운대구,벡스코,문화,한국어,201510,4,다양한 전시. 체험 컨벤션이 가능한 곳. 벡스코는 최근 증축을 했어요.,7684
해운대구,벡스코,문화,한국어,201510,4,그래서 전시컨벤션이 더욱더 그 종류가 다양해지고 폭넓어졌습니다.,7685
해운대구,벡스코,문화,한국어,201510,4,여름시즌에 키즈체험활동인 폴리 플레이 파크 가 성대히 개최되었지요.,7686
해운대구,벡스코,문화,한국어,201510,4,센텀 백화점 맞은편인 신축 건물동에서 재미있게 놀다가 왔어요.,7687
해운대구,벡스코,문화,한국어,201510,4,평소에는 하우징페어나 관광대전이나 아트페어등 전시기능이 주목적인 곳에만 다녔었는데요.,7688
해운대구,벡스코,문화,한국어,201510,4,이번에 폴리파크는 직접 체험하고 큰 규모의 키즈카페처럼 와이어 체험이나 동력보트 등 다양한 활동이 가능하니 더더욱 새로웠습니다.,7689
해운대구,벡스코,문화,한국어,201510,4,안내요원들이 곳곳에 배치되어있었고,7690
해운대구,벡스코,문화,한국어,201510,4,내부에 화장실. 수유실등 컨벤션 특성에 맞게 편의시설도 되어있었어요.,7691
해운대구,벡스코,문화,한국어,201510,4,아쉬운 것은 푸드코트가 너무 열악했다는 것이었습니다.,7692
해운대구,벡스코,문화,한국어,201601,4,전시가 목적이라면 가볼만한곳 킨텍스보다는 조금작은데 뭔가 애매하게 동선이 이상한 느낌이드는 전시관이다.,7693
해운대구,벡스코,문화,한국어,201601,4,따로 설명할것도 없고 시립미술관을 가게된다면 지나가는 길로 구경을 한다거나 혹은 보고싶은 박람회나 전시를 목적으로 보는 겸사겸사 볼장소. 전체적으로 굉장히 멋지게 생겼으나 근래 이런건물이 많기에 감흥은 없던 곳.,7694
해운대구,벡스코,문화,한국어,201512,3,학술대회 많이 열리는 곳 학술대회가 많이 열리는 곳입니다.,7695
해운대구,벡스코,문화,한국어,201512,3,주변에 큰쇼핑센터가 있어 쇼핑하기 좋습니다.,7696
해운대구,벡스코,문화,한국어,201512,3,꼭 한번 들러보세요~,7697
해운대구,벡스코,문화,한국어,201511,3,행사차 방문 행사차 방문했고,7698
해운대구,벡스코,문화,한국어,201511,3,시설 좋고,7699
해운대구,벡스코,문화,한국어,201511,3,무엇보다 위치가 좋습니다.,7700
해운대구,벡스코,문화,한국어,201511,3,근처에 각종 음식점,7701
해운대구,벡스코,문화,한국어,201511,3,지하철역,7702
해운대구,벡스코,문화,한국어,201511,3,신세계 백화점이 있어서 놀거리,7703
해운대구,벡스코,문화,한국어,201511,3,먹을거리 풍부합니다.,7704
해운대구,벡스코,문화,한국어,201510,5,넓은 시설좋은 오디토리움 벡스코는 연간 다양한 행사들이 많이 진행됩니다.,7705
해운대구,벡스코,문화,한국어,201510,5,콘서트,7706
해운대구,벡스코,문화,한국어,201510,5,강연,7707
해운대구,벡스코,문화,한국어,201510,5,박람회 등 볼거리,7708
해운대구,벡스코,문화,한국어,201510,5,배울거리가 풍부합니다.,7709
해운대구,벡스코,문화,한국어,201509,4,부산국제영화제 때 필름마켓으로 변모하는 곳 벡스코를 들리는 떄는 항상 10월이다.,7710
해운대구,벡스코,문화,한국어,201509,4,영화제 필름마켓으로 변하는 장소이기 때문이다.,7711
해운대구,벡스코,문화,한국어,201509,4,수많은 영화관계자와 바이어를 보면 즐거움이 넘친다.,7712
해운대구,벡스코,문화,한국어,201509,4,건물도 아름답다.,7713
해운대구,벡스코,문화,한국어,201505,3,그냥 컨벤션 센터 큰 도시에 하나씩 있는 컨벤션 센터로 크기가 크다뿐 감흥이라던지 가야만 하는 이유는 딱히 없는 곳.,7714
해운대구,벡스코,문화,한국어,201506,3,전시장 그러나 잘 가게 되지 않는 곳 나는 벡스코를 매일매일 지나간다. 하지만 그곳 전시관에 간지는 꽤 된 것 같다.,7715
해운대구,벡스코,문화,한국어,201506,3,많은 행사들이 열리는 곳. 자동차전,7716
해운대구,벡스코,문화,한국어,201506,3,인체의 신비전,7717
해운대구,벡스코,문화,한국어,201506,3,각종 세미나 등. 그곳에서 부사사람들은 외래의 신비한 물건들을 만난다.,7718
해운대구,벡스코,문화,한국어,201506,3,행사도 기획하고 사람들도 만난다.,7719
해운대구,벡스코,문화,한국어,201506,3,관광지로서는 적격이라고 할 수 없지만,7720
해운대구,벡스코,문화,한국어,201506,3,가끔 마음에 드는 행사가 있으면 한 번 방문해보자.,7721
해운대구,벡스코,문화,한국어,201412,5,이승환 콘서트장 이승환 콘서트 보러 갔었습니다.,7722
해운대구,벡스코,문화,한국어,201412,5,지하철 접근성도 좋고 한 해의 마지막과 시작을 보낼 수 있었던 의미있는 장소였어요.,7723
해운대구,벡스코,문화,한국어,201412,5,비록 밤에 택시 잡기가 힘들어서 추워 죽는 줄 알았네요.,7724
해운대구,벡스코,문화,한국어,201501,5,백화점도 보고,7725
해운대구,벡스코,문화,한국어,201501,5,벡스코도 가고 각종 전시회와 이벤트가 다양하게 열립니다.,7726
해운대구,벡스코,문화,한국어,201501,5,가까이에 신세계백화점(세계에서 가장큰)과 롯데백화점이 있습니다.,7727
해운대구,벡스코,문화,한국어,201409,4,서울의 코엑스? 같은 곳. 쇼핑하기엔 좋아요,7728
해운대구,벡스코,문화,한국어,201409,4,관광지라 하기엔 .... 그냥 다목적 쇼핑 센터? 정도 될 것 같네요..,7729
해운대구,벡스코,문화,한국어,201409,4,코엑스 같은... 그래도 모든 것이 다 한곳에 모여 있어 쇼핑도 할 겸 들러보기엔 괜찮을 듯 .,7730
해운대구,벡스코,문화,한국어,201409,2,아쉬움이 컷던 벡스코 아이가 가자고해 들렸던 곳. 킨텍스나 코엑스처럼 전시장인데 상설전시된것들이 거의 없어 아쉬움이 남는다.,7731
해운대구,벡스코,문화,한국어,201507,5,좋아요.,7732
해운대구,벡스코,문화,한국어,201507,5,신세계,7733
해운대구,벡스코,문화,한국어,201507,5,롯데 백화점이 바로 인접해 있고,7734
해운대구,벡스코,문화,한국어,201507,5,영화의 전당과 시립미술관이 가까이에 있어서 묶어서 관광하기에 좋습니다.,7735
해운대구,벡스코,문화,한국어,201507,5,지하철과 버스 정류장이 바로 코 앞에 있어서 교통도 매우 편리합니다.,7736
해운대구,벡스코,문화,한국어,201507,5,전시와 공연 수준도 만족할만 합니다.,7737
해운대구,벡스코,문화,한국어,201507,3,전시회장일뿐 관광지는 아님 전시회 때문에 가본적은 있는데,7738
해운대구,벡스코,문화,한국어,201507,3,서울의 코엑스 킨텍스 등과 비슷한 곳입니다.,7739
해운대구,벡스코,문화,한국어,201507,3,전시회 볼 거 있을 때 가는 거로 추천하고 일반적은 관광지는 아니에요,7740
해운대구,벡스코,문화,한국어,201507,4,여러 행사가 열리는 벡스코 각종 전시회 박람회 등등 볼 만한 행사가 자주 열리는 벡스코. 건물 자체도 크고 멋있어요.,7741
해운대구,벡스코,문화,한국어,201403,3,도시농업 박람회 참관 매년 3월이면 도시농업 박람회가 열리는 곳입니다.,7742
해운대구,벡스코,문화,한국어,201403,3,관련 일을 하고 있어 매년 방문하는 곳인데 규모도 크고 좋습니다. 하지만 지하철 역에서 내리면 입구 찾아 가는데 건물을 한바퀴 돌아서 가야하는 단점이 있네요,7743
해운대구,벡스코,문화,한국어,201403,3,아직도 제가 길을 잘 못 찾아서 그런가요?,7744
해운대구,벡스코,문화,한국어,201406,5,최고의 종합전시장 2004년 부모님의 사업으로 2회 방문한 이래 9년 반 만에,7745
해운대구,벡스코,문화,한국어,201406,5,부산국제모터쇼 (BIMOS)를 맞아 개인적인 방문을 하게 되었다.,7746
해운대구,벡스코,문화,한국어,201406,5,당시에는 행사에 대한 별 생각들이 없이 그냥 방문한 것이었지만,7747
해운대구,벡스코,문화,한국어,201406,5,다시 방문하며 생각해보니 일산의 KINTEX와 비슷하면서도 공간을 잘 활용하고 있으며,7748
해운대구,벡스코,문화,한국어,201406,5,10년 전에는 없었지만 새롭게 건설된 신관도 다리를 통해 연결되어 더 좋은 접근성을 갖고 있다.,7749
해운대구,벡스코,문화,한국어,201406,5,이런 곳에서 IT SHOW나 G★ 등의 대형행사들이 개최될 정도가 되었으니,7750
해운대구,벡스코,문화,한국어,201406,5,BEXCO 자체도 이제는 국내 3대 종합전시장으로서의 진가를 드러내고 있다고 할 수 있을 것이다.,7751
해운대구,벡스코,문화,한국어,201410,5,KOEX와 유사한 대규모 전시장,7752
해운대구,벡스코,문화,한국어,201410,5,산책삼아 다녀도 좋을 듯 서울의 KOEX나 KINTEX에 비할만한 부산의 대규모 전시장입니다. 해운대에서 가깝고 부산 시내라 할 수 있는 서면에서 지하철로 20여분 걸립니다.,7753
해운대구,벡스코,문화,한국어,201410,5,국제행사를 비롯해서 다양한 행사들이 열리는데,7754
해운대구,벡스코,문화,한국어,201410,5,굳이 전시장이 아니더라도 넓고 시원하게 길이 나 있어서 구경삼아 가보는 것도 괜찮을거 같습니다.,7755
해운대구,벡스코,문화,한국어,201212,4,센텀시티 센텀에 위치한 부산 최대 컨벤션홀. 코마린등 대형 국제박람회도 열리고. 해운대도 차로 5분거리. 바로앞에 센텀시티 신세계,7756
해운대구,벡스코,문화,한국어,201212,4,롯데 백화점이 있어 식사할데도 많다.,7757
해운대구,벡스코,문화,한국어,201304,4,놀라워요. 벡스코는 일 년 내내 이벤트가 열리고 다양하게 고를 수 있어요.,7758
해운대구,벡스코,문화,한국어,201304,4,쉬는 평일에나 주말에 가서 뭐가 열리는지 확인해볼 만합니다.,7759
해운대구,벡스코,문화,한국어,201304,4,센텀 지하철역에서 걸어서 금방인데다 입장이 무료인 행사도 있어요.,7760
해운대구,벡스코,문화,한국어,201301,5,로봇스토리 제 키보다 큰 로봇을 볼수잇어서 정말 좋았습니다.,7761
해운대구,벡스코,문화,한국어,201301,5,부산여행에서 여기서 사진을 가장 많이 찍었습니다.,7762
해운대구,벡스코,문화,한국어,201301,5,그러나 스케이트장은 경상도 시민들에게만 무료여서 타지 못했습니다.,7763
해운대구,벡스코,문화,한국어,201301,5,뭔가 아쉽더라구요,7764
해운대구,벡스코,문화,한국어,201112,3,모터쇼가 열리죠 매년 모터쇼를 비롯한 많은 행사들이 개최되는곳입니다. 해운대 가는 길목에 위치하고 있고 주변에 백화점이 있어 교통량이 많은편 빼고는 한번 쯤 가볼만 합니다.,7765
해운대구,벡스코,문화,한국어,201208,4,지하의 기념품점에서는 특산공예품을 살 수 있습니다.,7766
해운대구,벡스코,문화,한국어,201208,4,회의 사이에 잠시 들렸습니다,7767
해운대구,벡스코,문화,한국어,201208,4,만,7768
해운대구,벡스코,문화,한국어,201208,4,저렴한 기념품이 많이 있습니다.,7769
해운대구,벡스코,문화,한국어,201208,4,품질이 좋은 공예품도 많이 있고 가격도 그렇게 비싸지 않으므로 추천합니다.,7770
해운대구,벡스코,문화,한국어,201108,5,영화,7771
해운대구,벡스코,문화,한국어,201108,5,연극,7772
해운대구,벡스코,문화,한국어,201108,5,전시회도 있는 문화 시설 센텀 시티에서 도보 10분 정도. 지하철 2호선 센텀시티 역에서 도보 5분 정도에 있습니다.,7773
해운대구,벡스코,문화,한국어,201108,5,영화관,7774
해운대구,벡스코,문화,한국어,201108,5,미술 특별 전시,7775
해운대구,벡스코,문화,한국어,201108,5,아이들을 위한 놀이시설,7776
해운대구,벡스코,문화,한국어,201108,5,레스토랑,7777
해운대구,벡스코,문화,한국어,201108,5,연극 등 다양한 어트랙션을 즐길 수 있는 종합 시설입니다.,7778
해운대구,벡스코,문화,한국어,201108,5,일단 크다...,7779
해운대구,벡스코,문화,한국어,201108,5,연초에도 1월 1일부터 개장하고 있어서 매우 편리합니다.,7780
해운대구,벡스코,문화,한국어,201108,5,최상층과 지하에 레스토랑들이 있지만,7781
해운대구,벡스코,문화,한국어,201108,5,여기 레벨이 높습니다.,7782
해운대구,벡스코,문화,한국어,201108,5,굉장히 맛있고 재미있는 가게들이 있어요.,7783
중구,보수동 책방골목,문화,한국어,202002,3,보수동 책방골목 추억의 보수동책방골목은 운치가있고 볼거리도많고 옛날책도 구경하고 가족들과 즐거운 시간이되었습니다,7784
중구,보수동 책방골목,문화,한국어,202002,3,주차를 할데가 많이 없어서 대중교통을 이용해야할듯합니다,7785
중구,보수동 책방골목,문화,한국어,201909,4,추억 여행코스가 되고 있는 보수동 책방골목 요즘처럼 전자서적이 활개치는 세상에 새 책도 찾지 않는데 헌 책은 더욱 더 외면받고 있는 것 같습니다.,7786
중구,보수동 책방골목,문화,한국어,201909,4,정말 오랫만에 보수동 책방골목을 찾았는데 서점에서 책을 찾는 사람들이 없었습니다.,7787
중구,보수동 책방골목,문화,한국어,201909,4,구경삼아 들어간 곳에서 50여년이 다 되어가는 수학참고서의 바이블인 <수학의 정석>이란 참고서를 보고 너무 반가웠습니다.,7788
중구,보수동 책방골목,문화,한국어,201909,4,이제 사람들에게 이 보수동 책방골목은 필요한 책을 찾는 곳이 아니라 추억여행을 하는 하나의 여행코스가 되어 가고 있습니다.,7789
중구,보수동 책방골목,문화,한국어,201909,3,전국 유일의 책 문화관 부산 중구청에서 보수동 책방골목 활성화를 위하여 2010년 12월에 8층으로 된 보수동 책방 골목 문화관을 개관하였습니다.,7790
중구,보수동 책방골목,문화,한국어,201909,3,1층에는 안내실,7791
중구,보수동 책방골목,문화,한국어,201909,3,2층~3층에는 책 박물관이 있는데 보수동 책방 골목의 유래와 역사를 살펴볼 수 있는 사진 등이 전시되어 있습니다.,7792
중구,보수동 책방골목,문화,한국어,201909,3,요즘 전자서적을 많이 이용하는 추세에 따라 보수동 책방골목을 사람들이 찾지 않고 홍보가 덜 된 탓인지 이 문화관을 찾는 사람들이 많지 않은 것 같습니다.,7793
중구,보수동 책방골목,문화,한국어,201906,4,오래된 책들이 가득한 곳 좁은 골목을 따라 낡은 책방들이 쭉 늘어서 있습니다.,7794
중구,보수동 책방골목,문화,한국어,201906,4,꼭 책을 안 사도 옛날 추억이 되살아나는 느낌이라 좋았습니다.,7795
중구,보수동 책방골목,문화,한국어,201906,4,근처에 깡통시장이 있으니 같이 가보는 걸 추천.,7796
중구,보수동 책방골목,문화,한국어,201901,5,책을 사랑하는 자여,7797
중구,보수동 책방골목,문화,한국어,201901,5,보수동으로 각종 진귀한 책들을 취급하는 헌책방들이 모여 있는 거리였는데,7798
중구,보수동 책방골목,문화,한국어,201901,5,아직 건재하긴 하지만 예전보다 줄어드는 추세... 마음이 아픕니다ㅠㅠ 그래도 그 사이사이에 북카페도 생기고 독립서점도 몇 군데 생기면서 요즘 감성에 맞게 생존해나가고 있는 것 같아서 좋아요.,7799
중구,보수동 책방골목,문화,한국어,201901,5,책 좋아하시는 분들은 꼭 들러 보세요.,7800
중구,보수동 책방골목,문화,한국어,201805,3,시간이 멈춰있는 곳 보수동. 보수동 책방거리도 이제는 부산여행에서 빼놓을 수 없는 곳이 되었다.,7801
중구,보수동 책방골목,문화,한국어,201805,3,아쉽게도 예전과는 달리 많은 책방이 문을 닫은 모습을 볼 수 있다.,7802
중구,보수동 책방골목,문화,한국어,201805,3,책과 함께 이곳을 지켜온 분들의 삶의 향기가 묻어나는 곳.,7803
중구,보수동 책방골목,문화,한국어,201808,5,보수동 책방골목 부산 여행에서 가장 좋았던 곳입니다.,7804
중구,보수동 책방골목,문화,한국어,201808,5,규모가 크진 않지만 골목이 아기자기하고 책방들도 많아서 이것저것 찾아보는 재미가 있었어요.,7805
중구,보수동 책방골목,문화,한국어,201808,5,그러다가 우연히 사고 싶었던 절판된 책을 발견했는데 단 돈 천 원에 구매해 나름 득템이었습니다.,7806
중구,보수동 책방골목,문화,한국어,201808,5,이런 책방골목이 사라지지 않고 계속 유지되었으면 좋겠습니다.,7807
중구,보수동 책방골목,문화,한국어,201706,3,서점 구경하는 것을 좋아하긴 하지만... 책방 골목이라는 분위기를 느끼고 싶은 사람이라면 추천하지만,7808
중구,보수동 책방골목,문화,한국어,201706,3,책을 구경하고 사오고싶은 분이라면 굳이.. 싶습니다.,7809
중구,보수동 책방골목,문화,한국어,201706,3,무더기로 쌓여있어 어떤 책이 있는지 알 수 없고 부르는게 값이라 바가지 위험도 있어요,7810
중구,보수동 책방골목,문화,한국어,201704,5,사라져가는 헌책방골목에 새 숨결을 헌책방골목이 그저 그런 골목길에 불과했을때부터 들락거렸고,7811
중구,보수동 책방골목,문화,한국어,201704,5,몇년이 지난뒤 꽤 유명한 관광장소로 알려지기 시작하면서 하나,7812
중구,보수동 책방골목,문화,한국어,201704,5,둘 발전해나가는 모습을 봐왔습니다.,7813
중구,보수동 책방골목,문화,한국어,201704,5,사라져버릴뻔한 헌책방골목이 활성화 되고,7814
중구,보수동 책방골목,문화,한국어,201704,5,이제는 문화관까지 생겼습니다.,7815
중구,보수동 책방골목,문화,한국어,201704,5,아주 특별한 볼거리는 없지만 간단하게 헌책방의 역사와 이야기를 알고 가기 좋은 곳입니다.,7816
중구,보수동 책방골목,문화,한국어,201704,5,국제시장과는 바로 다음골목이니 시간이 된다면 쉬엄쉬엄 둘러보기 좋습니다.,7817
중구,보수동 책방골목,문화,한국어,201609,4,헌책방 골목 부산 아니 한국을 대표하는 오래된 책방 거리. 골목은 작지만 다양한 중고서점들도 많다.,7818
중구,보수동 책방골목,문화,한국어,201609,4,책을 좋아하는 사람들에게는 필수 관광코스다.,7819
중구,보수동 책방골목,문화,한국어,201605,3,크지 않은 아담한 책방골목 책방골목이라해서 골목이 많거나 하지 않아요,7820
중구,보수동 책방골목,문화,한국어,201605,3,의외로 금방 둘러볼 수 있는 곳이라서 직접 책방 안에 들어가서 책을 살펴보거나 하지 않는 이상 단시간에 둘러볼 수 있는 곳입니다.,7821
중구,보수동 책방골목,문화,한국어,201605,3,남포동이랑 가까우니 이곳에서 시간을 빨리 보냈다면 근처 부평시장이나 국제시장을 둘러보기 좋아요,7822
중구,보수동 책방골목,문화,한국어,201603,3,북까페만 좋네요.,7823
중구,보수동 책방골목,문화,한국어,201603,3,뉴스기사를 보았을때는 엄청난 예산을 들여서 완공하였다고 하는데 사실은 딱히 이 시설이 과연 필요한 곳인가?,7824
중구,보수동 책방골목,문화,한국어,201603,3,싶었어요.,7825
중구,보수동 책방골목,문화,한국어,201603,3,북카페와 어린이 책놀이터가 있는데 좌식이라서 편하고요.,7826
중구,보수동 책방골목,문화,한국어,201603,3,북카페 라고는 하지만 실방문자가 거의 평일이라 그런지 없어서 관리자도 자리에 없었어요.,7827
중구,보수동 책방골목,문화,한국어,201603,3,어린이 북놀이터에는 좋은 책들이 많아서 그점은 만족스러웠어요.,7828
중구,보수동 책방골목,문화,한국어,201603,2,굳이 들려야 할까? 라면 답은 NO 깔끔하게 정돈되어있고 이쁘장한 인테리어에 골목에 카페도 있지만 헌책방이 몰려있는 곳입니다,7829
중구,보수동 책방골목,문화,한국어,201603,2,장소도 협소하구요..,7830
중구,보수동 책방골목,문화,한국어,201603,2,굳이 가실 필요가 있는지는 모르겠네요,7831
중구,보수동 책방골목,문화,한국어,201512,3,규모는 작아요.,7832
중구,보수동 책방골목,문화,한국어,201512,3,의미깊은 곳이지요,7833
중구,보수동 책방골목,문화,한국어,201512,3,보수동 책방골목. 매스컴으로 더 유명해져서 20대 내일로 여행자들의 필수 코스가 되었다고는 하지만 딱히 상징적인 의미가 클뿐 볼거리는 없습니다.,7834
중구,보수동 책방골목,문화,한국어,201512,3,헌책만 취급하는것은 아니고 신책,7835
중구,보수동 책방골목,문화,한국어,201512,3,잡지류등도 취급합니다.,7836
중구,보수동 책방골목,문화,한국어,201512,3,중간중간 카페가 다양하게 많아서 잠시 쉬어가기 좋아요.,7837
중구,보수동 책방골목,문화,한국어,201510,4,도심 속 헌책방 도심속 고즈넉한 헌책방 골목입니다.,7838
중구,보수동 책방골목,문화,한국어,201510,4,평화시장 헌책방 거리와는 느낌이 많이 다르더라구요.,7839
중구,보수동 책방골목,문화,한국어,201510,4,조금더 포근한 느낌이랄까.,7840
중구,보수동 책방골목,문화,한국어,201510,4,근처에 깡통시장과 국제시장이 있습니다.,7841
중구,보수동 책방골목,문화,한국어,201509,4,도심 속 헌책방 골목 남포동과 인접해 있어서 접근하기 편하며,7842
중구,보수동 책방골목,문화,한국어,201509,4,도심 속 헌책방에서 오래되고 소중한 책을 구할 수 있는 곳이다.,7843
중구,보수동 책방골목,문화,한국어,201509,4,책 매니아라면 꼭 들려야 할 곳.,7844
